snapshot_id,citation_key,title,doi_or_url,verified_utc,claim_supported,verification_notes
crossref_20260925T080321Z,papapetrou2018wasteheat,"Industrial waste heat: Estimation of the technically available resource in the EU per industrial sector, temperature level and country",https://doi.org/10.1016/j.applthermaleng.2018.04.043,2026-09-25T08:03:21+00:00,"Technically available industrial waste heat is resolved by sector, temperature level, and country",Crossref metadata verified; publication date 2018-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,brueckner2015wasteheat,Industrial waste heat recovery technologies: An economic analysis of heat transformation technologies,https://doi.org/10.1016/j.apenergy.2015.01.147,2026-09-25T08:03:21+00:00,Waste-heat transformation technologies are assessed with explicit technical and economic inputs,Crossref metadata verified; publication date 2015-8. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,ebrahimi2014datacenter,"A review of data center cooling technology, operating conditions and the corresponding low-grade waste heat recovery opportunities",https://doi.org/10.1016/j.rser.2013.12.007,2026-09-25T08:03:21+00:00,Data-centre cooling produces low-grade waste heat with documented recovery opportunities,Crossref metadata verified; publication date 2014-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,wahlroos2018datacenter,Future views on waste heat utilization – Case of data centers in Northern Europe,https://doi.org/10.1016/j.rser.2017.10.058,2026-09-25T08:03:21+00:00,Data-centre waste heat utilisation depends on a matched receiving heat demand,Crossref metadata verified; publication date 2018-2. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,ebrahimi2019datacenterwhr,Thermoeconomic and environmental feasibility of waste heat recovery of a data center using air source heat pump,https://doi.org/10.1016/j.jclepro.2019.02.061,2026-09-25T08:03:21+00:00,Data-centre waste-heat recovery feasibility studies require case-specific thermoeconomic inputs,Crossref metadata verified; publication date 2019-5. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,zhang2024datacentermismatch,"Comprehensive assessment of waste heat recovery mismatch and renewable energy integration in data centers: A multifaceted energy, economic, and environmental perspectives",https://doi.org/10.1016/j.jclepro.2024.143466,2026-09-25T08:03:21+00:00,Data-centre waste-heat recovery is limited by temporal mismatch between availability and demand,Crossref metadata verified; publication date 2024-9. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,fang2018industrycity,"Industrial excess heat recovery in industry-city networks: a technical, environmental and economic assessment of heat flexibility",https://doi.org/10.1016/j.jclepro.2018.05.045,2026-09-25T08:03:21+00:00,"Industry-to-city excess-heat networks require technical, environmental, and economic evaluation of the delivery route",Crossref metadata verified; publication date 2018-8. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,yang2021exergoenvironmental,Exergo-environmental assessment and multi-objective optimization of waste heat recovery systems based on Organic Rankine cycle configurations,https://doi.org/10.1016/j.jclepro.2020.125679,2026-09-25T08:03:21+00:00,Waste-heat recovery designs are optimized against explicit exergo-environmental objectives,Crossref metadata verified; publication date 2021-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,arpagaus2018heatpumps,"High temperature heat pumps: Market overview, state of the art, research status, refrigerants, and application potentials",https://doi.org/10.1016/j.energy.2018.03.166,2026-09-25T08:03:21+00:00,High-temperature heat pumps upgrade low-grade heat within documented temperature and performance limits,Crossref metadata verified; publication date 2018-6. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,raptis2016thermalpollution,Global thermal pollution of rivers from thermoelectric power plants,https://doi.org/10.1088/1748-9326/11/10/104011,2026-09-25T08:03:21+00:00,Thermal discharge from thermoelectric plants is a quantified global river thermal-pollution pressure,Crossref metadata verified; publication date 2016-10-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,madden2013thermaleffluent,Thermal effluent from the power sector: an analysis of once-through cooling system impacts on surface water temperature,https://doi.org/10.1088/1748-9326/8/3/035006,2026-09-25T08:03:21+00:00,Once-through cooling discharge measurably raises receiving-water temperature,Crossref metadata verified; publication date 2013-9-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,cheng2017oceanheat,Improved estimates of ocean heat content from 1960 to 2015,https://doi.org/10.1126/sciadv.1601545,2026-09-25T08:03:21+00:00,The ocean accumulates anthropogenic heat rather than eliminating it,Crossref metadata verified; publication date 2017-3-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,serreze2011arctic,Processes and impacts of Arctic amplification: A research synthesis,https://doi.org/10.1016/j.gloplacha.2011.03.004,2026-09-25T08:03:21+00:00,The cryosphere is disproportionately sensitive to added heat through amplification processes,Crossref metadata verified; publication date 2011-5. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,mohai2009justice,Environmental Justice,https://doi.org/10.1146/annurev-environ-082508-094348,2026-09-25T08:03:21+00:00,Environmental burdens are systematically displaced toward less populated or less powerful receiving areas,Crossref metadata verified; publication date 2009-11-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,sherwood2010adaptability,An adaptability limit to climate change due to heat stress,https://doi.org/10.1073/pnas.0913352107,2026-09-25T08:03:21+00:00,Human heat tolerance has physically defined limits under combined heat and humidity,Crossref metadata verified; publication date 2010-5-25. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,frontier2024dataset,Energy dataset of Frontier supercomputer for waste heat recovery,https://doi.org/10.1038/s41597-024-03913-w,2026-09-25T08:03:21+00:00,Measured Frontier supercomputer waste-heat and power data are published as an auditable dataset,Crossref metadata verified; publication date 2024-10-3. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,ornl2024wasteheatreport,ORNL Campus Sustainability and Decarbonization using Waste Heat Recovery from the Oak Ridge Leadership Computing Facility’s High-Performance Computing Data Center,https://doi.org/10.2172/2329591,2026-09-25T08:03:21+00:00,Documented ORNL campus receiving-demand summaries and heat-pump case configurations,Crossref metadata verified; publication date 2024-3-1. Claim scope limited to the cited work's documented topic.
crossref_20260925T080321Z,frontier2024figshare,Frontier HPC &amp; Facility Data,https://doi.org/10.6084/m9.figshare.24391240.v4,2026-09-25T08:03:21+00:00,Versioned Figshare deposit holding the measured Frontier facility workbook used in this study,Datacite metadata verified; publication date 2024. Claim scope limited to the cited work's documented topic.
